review_id,review_score,review_text,aspectos_detectados,logistica_sentimento,produto_sentimento,atendimento_sentimento,preco_sentimento,to_remove
0fe3d46e38d13f1d639bd8f62c318b6a,2,"O sabor do produto veio errado, comprei de tangerina, recebi de frutas vermelhas. ",produto,,,,,Não
531410db0162677032a78f9ca59cc510,5,Chegou muito antes do prazo...e de excelente qualidade...,"logistica, produto",,,,,Não
87421f4dfe849be075e01a7511aa9425,1,Olá...o produto nao foi entregue em minha residência. ,"logistica, produto",,,,,Não
dc008ceb3f913bf2d7b58e46f17bb548,5,"Chegou bem antes do prazo, portanto, super pontuais.",logistica,,,,,Não
5c63211004015aa444f676d6832f596d,5,O produto chegou muito antes do prazo.,"logistica, produto",,,,,Não
f7e9af9e79b2f9dd65bc1509fbe8c77a,5,"Chegou dentro do prazo com folga. Embalagem adequada, produto de boa qualidade.
Montagem rápida sem qualquer dificuldade.
Muito satisfeito. Grato!","logistica, produto",,,,,Não
7d3986dc4b58a2615840cf0a4646cfe8,1,Coloca anúncio q o produto está disponível e na verdade não tem produto em estoque ,produto,,,,,Não
42a4c566f2cafa8ba6c57b4452e0c86d,5,"Estou satisfeito e agradeço pelo bom serviço prestado. Obrigado. Elton.

",produto,,,,,Não
0fc9093b0259417061cf203c213f3ab5,4,"Produto atendeu as expectativas. Comprei para a minha namorada, ela gostou muito.","produto, atendimento",,,,,Não
8ab3a7f7c270744c110b3c1ddb556b05,3,"Produto bom, veio faltando uma peça, mas sei que a loja resolvera o problema, afinal compro aqui há anos e nunca tive problema. Recomendo!","produto, atendimento",,,,,Não
349b2ea1c32a2318bad2aff4c8c8e4e3,5,Entrega antes do prazo!,logistica,,,,,Não
9c7e8cb49484cadce2bcc143729438af,1,recebi o produto errado ja fiz reclamaçao e nao fui atendida pelo contrario a funcionaria ANDRESSA dava risada da minha cara por telefone PESSIMO ATENDIMENTO E COMPLETAMENTE INSATISFEITA,"produto, atendimento",,,,,Não
3bc26a840048d5eaddf3052fe1423ea9,5,O lojista enviou o produto rapidamente e bem embalado.,"logistica, produto",,,,,Não
d825c774380ba364bf48d9d8e0ff3f42,1,"fiz uma compra de duas garrafas super caras, recebi apenas uma. e o principal o filtro de quase 600,00 reais não vieram estar no meu e-mail como entregue. so tento recebido uma garrafa. gostaria resp.","logistica, preco",,,,,Não
3519a1fd276947acbb122de6ab0fd6fb,5,Gosto muito de fazer compras nesta loja. Produto de boa qualidade e a entrega é rápida.,"logistica, produto, atendimento",,,,,Não
290b179a7fc32086df954f0baf260462,5,essa e a segunda fez que fiz compra e sempre fui bem atendido fico muito grato pelo atendimento abrigado.,atendimento,,,,,Não
d119c526d8e0fb640a895e41efd98eeb,1,Não entregou o produto e muito menos um reebolso,"logistica, produto",,,,,Não
56b1484463861c689c1274141bfc3de1,5,GOSTAEI DA RAPIDEZ DA ENTREGA,logistica,,,,,Não
b47c358c6378f1b6a844813ba37b8b8b,3,"Produto reforçado, bolsos bem distribuído. Recomendo",produto,,,,,Não
faf7d1f8c50686c22302a6a3974759e4,1,Produto deve ter extraviado,"logistica, produto",,,,,Não
b1e5e71d988e17bfbdcbc4b252b5d6e6,5,Produto recebido antes do prazo previsto.,"logistica, produto",,,,,Não
2ba1d6d667ae4cf94d6ad931170f79e1,2,Descosturou logo que abri o pacote,logistica,,,,,Não
159788f33783b4c6bb916925cd35eba3,1,Não entregou o produto na cor solicitada!,"logistica, produto",,,,,Não
1b7064947d2b163fe4903d4dc0775fbe,3,gosteis muito do produto ,produto,,,,,Não
47f083e59650d4dfb6eb1997f4c1db64,1,Produto não entregue e loja não deu satisfação após contato.,"logistica, produto, atendimento",,,,,Não
c5ffcd69736533dceda9e2352d471413,1,A ducha que comprei é o modelo com o desviador flexível. A ducha entregue veio SEM o desviador flexivel. Como devo proceder?,"logistica, produto",,,,,Não
5f489094385b6901802ca406cea4c958,5,"Ótimo atendimento, produto entregue com agilidade.","logistica, produto, atendimento",,,,,Não
866ed08963477e2b22703c0dd96dfb94,5,prod entregue sem problemas. recomendo.,logistica,,,,,Não
a457f052b662f22472df4e01fd771a9a,1,Não entregou o produto e não entrou em contato.,"logistica, produto, atendimento",,,,,Não
300e38d0e60064589ab69142cc38883a,4,"produto chego antes do prazo de entrega, mas notei que a caixa estava bem danificada, não vou poder reotilizar a caixa para guarda o produto isso é uma pena porque a embalagem é bem bonita","logistica, produto",,,,,Não
eb76aea7bc3d231d3160d07af2c18f22,5,Muito bom o atendimento recomendado estou muito satisfeito ,"produto, atendimento",,,,,Não
1fef717ef4d04b833c5d4c05dad17019,5,Um produto dentro da expectativa!O relógio funciona muito bem!Gostei,produto,,,,,Não
24b9bb6f889cf1ec8d52f52e6091faed,2,"Bom produto com um bom preço, mas demorou pra postar a mercadoria nos correios (+10 dias), vencendo assim o prazo de entregra, que era para o dia 21/12. Deve levar mais mais 7 dias pra chegar ainda...","logistica, produto, preco",,,,,Não
b681968ffbe02adc952ce0fc5aa84b9e,4,"O produto chegou em perfeito estado. Porem, demorou bem mais que os outros sites concorrentes","logistica, produto",,,,,Não
9a94ba51b0efff610ec0d0be9662ad54,5,"A capa é bonita, mas cheia de rebarbas. Acho que pelo valor, deveria ser mais acabada. Parece algo de 9,99. 
O produto foi entregue antes do prazo. Muito bom.","logistica, produto, preco",,,,,Não
755e1b5c02418b2d707d672066089411,5,"Meu produto era para ter chegado ate dia 15/08, mas ate hoje não recebi.Houve algum problema?estou preocupada.","logistica, produto",,,,,Não
ba850a2a553e93c345ebaf412aa29a1f,1,Produto não foi entregue ainda pelos Correios no último rastreio ainda ta em Florianópolis SC por que foi enviado para o local errado a cidade certa e salvador já entrei em contato com vcs e me pedira,"logistica, produto, atendimento",,,,,Não
41a75df7c52c2077f80a496852ee3208,5,excelente entrega no prazo loja confiável,"logistica, produto, atendimento",,,,,Não
1f76168d64114654d52b821d45c86804,2,"O produto é lindo, porém é de péssima qualidade. os acabamentos são grosseiros, os parafusos para encaixe tem defeitos e não encaixam corretamente, enfim, é bonito mas péssimo em acabamento e montagem","produto, atendimento",,,,,Não
